物件名,住所,交通,築年数,部屋名,賃料,敷金,礼金,占有面積,間取り,所在階,向き,画像
ONEROOFRESIDENCENISHINIPPOR,東京都荒川区西日暮里5丁目9番12号,JR山手線 西日暮里駅 徒歩 2 分,2024年7月,ONE ROOF RESIDENCE NISHINIPPORI 1501,"26.1万円(18,000円)","261,000円",無,50.23m²,2LDK,15階,-,/img/?image=https%3A%2F%2Fimage3.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimage.homes.renters.jp%252F5ef48efc-66b0-4bfb-8a64-4ea2b349c6dd_property_picture_688_large.jpg&width=100&height=100
ONEROOFRESIDENCENISHINIPPOR,東京都荒川区西日暮里5丁目9番12号,JR山手線 西日暮里駅 徒歩 2 分,2024年7月,ONE ROOF RESIDENCE NISHINIPPORI 1504,"27.1万円(18,000円)",1ヶ月,無,51.59m²,2LDK,15階,-,/img/?image=https%3A%2F%2Fimage.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F128814%252Frent%252F286017%252F1%252F2%252Fv9yn.jpg&width=100&height=100
ONEROOFRESIDENCENISHINIPPOR,東京都荒川区西日暮里5丁目9番12号,JR山手線 西日暮里駅 徒歩 2 分,2024年7月,ONE ROOF RESIDENCE NISHINIPPORI 1505,"28万円(18,000円)","280,000円",無,51.8m²,2LDK,15階,南西,/img/?image=https%3A%2F%2Fimage.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimage.homes.renters.jp%252F523023b7-5c3d-4285-9701-1c186ecd2626_property_picture_688_large.jpg&width=100&height=100
ワンルーフレジデンス西日暮里,東京都荒川区西日暮里5丁目9番12号,JR山手線 西日暮里駅 徒歩 2 分,2024年7月,ワンルーフレジデンス西日暮里,"23.8万円(18,000円)",1ヶ月,無,50.23m²,2LDK,2階,北西,/img/?image=https%3A%2F%2Fimage4.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimage.homes.renters.jp%252F693a05ad-bfc9-4ce7-9216-473fb0f19b4e_property_picture_4104_large.jpg&width=100&height=100
ワンルーフレジデンス西日暮里,東京都荒川区西日暮里5丁目9番12号,JR山手線 西日暮里駅 徒歩 2 分,2024年7月,ワンルーフレジデンス西日暮里,"26.1万円(18,000円)",1ヶ月,無,50.23m²,2LDK,15階,北西,/img/?image=https%3A%2F%2Fimage4.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F147004%252Frent%252F11236%252F1%252F2%252Fx2eq.jpg&width=100&height=100
ワンルーフレジデンス西日暮里,東京都荒川区西日暮里5丁目9番12号,JR山手線 西日暮里駅 徒歩 2 分,2024年7月,ワンルーフレジデンス西日暮里 1505,"28万円(18,000円)",1ヶ月,無,51.8m²,2LDK,15階,南西,/img/?image=https%3A%2F%2Fimage1.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F150538%252Frent%252F64856%252F1%252F1%252F55aw.jpg&width=100&height=100
ニド南千住,東京都荒川区南千住7丁目17番2号,JR常磐線(上野～取手) 南千住駅 徒歩 8 分,2024年2月,ニド南千住（nido南千住） 204,"18.3万円(20,000円)",無,無,49.27m²,2LDK,2階,南西,/img/?image=https%3A%2F%2Fimage2.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F150538%252Frent%252F65050%252F1%252F1%252Fccsy.jpg&width=100&height=100
ニド南千住,東京都荒川区南千住7丁目17番2号,JR常磐線(上野～取手) 南千住駅 徒歩 8 分,2024年2月,ニド南千住（nido南千住） 1306,"20.1万円(20,000円)",無,無,52.36m²,2LDK,13階,南東,/img/?image=https%3A%2F%2Fimage1.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F150538%252Frent%252F64720%252F1%252F1%252Fm6u0.jpg&width=100&height=100
ニド南千住,東京都荒川区南千住7丁目17番2号,JR常磐線(上野～取手) 南千住駅 徒歩 8 分,2024年2月,東京メトロ日比谷線 南千住駅 徒歩7分,"21.5万円(20,000円)",無,無,60.09m²,3LDK,10階,北西,/img/?image=https%3A%2F%2Fimage1.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F147649%252Frent%252F167687%252F1%252F1%252F591t.jpg&width=100&height=100
ニド南千住,東京都荒川区南千住7丁目17番2号,JR常磐線(上野～取手) 南千住駅 徒歩 8 分,2024年2月,ニド南千住（nido南千住） 1103,"21.7万円(20,000円)",無,無,60.09m²,3LDK,11階,北西,/img/?image=https%3A%2F%2Fimage.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F150538%252Frent%252F64851%252F1%252F1%252F35bv.jpg&width=100&height=100
レジディア町屋,東京都荒川区町屋6丁目1番15号,京成本線 町屋駅 徒歩 11 分,2009年8月,レジディア町屋,"11万円(10,000円)",無,無,24.99m²,1K,2階,西,/img/?image=https%3A%2F%2Fimage.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F126400%252Frent%252F42774%252F1%252F1%252Fqpnt.jpg&width=100&height=100
ザ・レジデンス三ノ輪,東京都荒川区南千住1丁目1番,都電荒川線 荒川一中前駅 徒歩 2 分,2019年6月,ザ・レジデンス三ノ輪,"18.8万円(10,000円)","198,000円","198,000円",50m²,2LDK,9階,東,/img/?image=https%3A%2F%2Fimage4.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimage.homes.renters.jp%252F262746c0-2133-424a-b149-c4c167456f63_property_picture_4104_large.jpg&width=100&height=100
プレール・ドゥーク南千住,東京都荒川区南千住5丁目,東京メトロ日比谷線 三ノ輪駅 徒歩 5 分,2023年8月,プレール・ドゥーク南千住,"9.1万円(20,000円)",無,無,26.62m²,1K,2階,北西,/img/?image=https%3A%2F%2Fimage1.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F142594%252Frent%252F132989%252F1%252F1%252F7gx9.jpg&width=100&height=100
東急ドエルアルス千住,東京都荒川区南千住7丁目23番2号,JR常磐線(上野～取手) 南千住駅 徒歩 7 分,1987年7月,東急ドエル・アルス千住,"19万円(15,000円)",1ヶ月,1ヶ月,71.84m²,3LDK,14階,-,/img/?image=https%3A%2F%2Fimage3.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F142594%252Frent%252F133148%252F1%252F1%252Feglu.jpg&width=100&height=100
クレヴィア南千住,東京都荒川区南千住7丁目20番1号,JR常磐線(上野～取手) 南千住駅 徒歩 6 分,2012年7月,クレヴィア南千住RIVER SIDE TWIN EAST,"24.8万円(10,000円)",1ヶ月,1ヶ月,60.2m²,2LDK,12階,南,/img/?image=https%3A%2F%2Fimage.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimage.homes.renters.jp%252Fcbebb5a0-4840-4416-8678-f597787a8d32_property_picture_4104_large.jpg&width=100&height=100
プレールドゥーク東京イースト４リバーサイド,東京都荒川区南千住7丁目22番5号,京成本線 千住大橋駅 徒歩 7 分,2008年10月,プレール・ドゥーク東京EASTIV　RiverSide,"9.7万円(11,000円)",無,1ヶ月,22.41m²,1K,5階,東,/img/?image=https%3A%2F%2Fimage1.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F5051%252Frent%252F205540%252F1%252F1%252F6j6q.jpg&width=100&height=100
アリュージュ三ノ輪,東京都荒川区東日暮里1丁目3番2号,東京メトロ日比谷線 三ノ輪駅 徒歩 3 分,2007年10月,アリュージュ三ノ輪,"9.9万円(10,000円)",無,1ヶ月,31.55m²,1K,10階,南東,/img/?image=https%3A%2F%2Fimage4.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimage.homes.renters.jp%252Fcd1fb99b-0be7-4f1e-bc56-f548f9e8e73b_property_picture_4104_large.jpg&width=100&height=100
パレステージ田端ファストコート,東京都荒川区東尾久4丁目11番16号,日暮里・舎人ライナー 赤土小学校前駅 徒歩 3 分,2017年2月,パレステージ田端ファストコート 304,"11.5万円(15,000円)",1ヶ月,1ヶ月,35.01m²,1DK,3階,東,/img/?image=https%3A%2F%2Fimage1.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimage.homes.renters.jp%252F93a2085e-844f-4157-a56c-b33afb4de80c_property_picture_1930_large.jpg&width=100&height=100
クレアトール西日暮里,東京都荒川区西日暮里1丁目41番5号,京成本線 新三河島駅 徒歩 4 分,2006年12月,クレアトール西日暮里,"17.9万円(8,000円)",1ヶ月,1ヶ月,44.34m²,1LDK,6階,南東,/img/?image=https%3A%2F%2Fimage2.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F148963%252Frent%252F84925%252F1%252F2%252Fldxl.jpg&width=100&height=100
ローヤルシティ田端,東京都荒川区西尾久1丁目20番10号,JR東北本線(宇都宮線) 尾久駅 徒歩 11 分,1997年10月,ローヤルシティ田端 604,"17.5万円(5,000円)",1ヶ月,1ヶ月,57.25m²,3LDK,6階,南,/img/?image=https%3A%2F%2Fimage3.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimage.homes.renters.jp%252F84d8c5ba-a786-4677-bbbf-c72e58b08162_property_picture_1930_large.jpg&width=100&height=100
アクロシティＥポート,東京都荒川区南千住6丁目37番11号,京成本線 千住大橋駅 徒歩 12 分,1992年2月,アクロシティ E,19.9万円(-円),1ヶ月,1ヶ月,110.42m²,4LDK,2階,南,/img/?image=https%3A%2F%2Fimage3.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimage.homes.renters.jp%252F801a4ff9-a8d5-4b3f-93c2-1d5efc1adfe4_property_picture_4104_large.jpg&width=100&height=100
ザ・ライオンズフォーシア町屋,東京都荒川区荒川5丁目1番11号,京成本線 新三河島駅 徒歩 5 分,2025年2月,ザ・ライオンズフォーシア町屋,"13.3万円(10,000円)",1ヶ月,無,25.62m²,1DK,5階,東,/img/?image=https%3A%2F%2Fimage2.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F5051%252Frent%252F205403%252F1%252F1%252Fpv3a.jpg&width=100&height=100
ザ・ライオンズフォーシア町屋,東京都荒川区荒川5丁目1番11号,京成本線 新三河島駅 徒歩 5 分,2025年2月,ザ・ライオンズフォーシア町屋 503,"19.4万円(12,000円)",1ヶ月,無,42.24m²,2DK,5階,南,/img/?image=https%3A%2F%2Fimage3.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F150721%252Frent%252F3455%252F1%252F2%252Fl1mq.jpg&width=100&height=100
ザ・ライオンズフォーシア町屋,東京都荒川区荒川5丁目1番11号,京成本線 新三河島駅 徒歩 5 分,2025年2月,ザ・ライオンズフォーシア町屋,"19.8万円(12,000円)",1ヶ月,無,42.24m²,2DK,13階,東,/img/?image=https%3A%2F%2Fimage3.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F5051%252Frent%252F205412%252F1%252F1%252Fqsan.jpg&width=100&height=100
ザ・ライオンズフォーシア町屋,東京都荒川区荒川5丁目1番11号,京成本線 新三河島駅 徒歩 5 分,2025年2月,ザ・ライオンズフォーシア町屋 1402,"20.6万円(12,000円)",1ヶ月,無,42.24m²,2DK,14階,東,/img/?image=https%3A%2F%2Fimage.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimage.homes.renters.jp%252F32bc2965-3471-4251-87a5-a8515483d3ae_property_picture_691_large.jpg&width=100&height=100
ザ・ライオンズフォーシア町屋,東京都荒川区荒川5丁目1番11号,京成本線 新三河島駅 徒歩 5 分,2025年2月,ザ・ライオンズフォーシア町屋,"22.4万円(15,000円)","224,000円",無,50m²,2LDK,5階,南,/img/?image=https%3A%2F%2Fimage.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F103587%252Frent%252F25136%252F1%252F1%252F63j0.jpg&width=100&height=100
ザ・ライオンズフォーシア町屋,東京都荒川区荒川5丁目1番11号,京成本線 新三河島駅 徒歩 5 分,2025年2月,ザ・ライオンズフォーシア町屋 903,"22.8万円(15,000円)",1ヶ月,無,50m²,2LDK,9階,南,/img/?image=https%3A%2F%2Fimage3.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimage.homes.renters.jp%252Ffa6d7f96-feca-47de-bf43-51646b57dcef_property_picture_691_large.jpg&width=100&height=100
ザ・ライオンズフォーシア町屋,東京都荒川区荒川5丁目1番11号,京成本線 新三河島駅 徒歩 5 分,2025年2月,ザ・ライオンズフォーシア町屋,"22.9万円(15,000円)",1ヶ月,無,50m²,2LDK,10階,南,/img/?image=https%3A%2F%2Fimage3.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F5051%252Frent%252F205410%252F1%252F1%252Fvm4v.jpg&width=100&height=100
ザ・ライオンズフォーシア町屋,東京都荒川区荒川5丁目1番11号,京成本線 新三河島駅 徒歩 5 分,2025年2月,ザ・ライオンズフォーシア町屋 601,"23万円(15,000円)",1ヶ月,無,51.55m²,2LDK,6階,東,/img/?image=https%3A%2F%2Fimage2.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimage.homes.renters.jp%252F1eecfa96-7103-4811-bfc5-9672ab359567_property_picture_691_large.jpg&width=100&height=100
ザ・ライオンズフォーシア町屋,東京都荒川区荒川5丁目1番11号,京成本線 新三河島駅 徒歩 5 分,2025年2月,ザ・ライオンズフォーシア町屋,"23.2万円(15,000円)","232,000円",無,50m²,2LDK,13階,南,/img/?image=https%3A%2F%2Fimage2.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F103587%252Frent%252F25133%252F1%252F1%252F73a5.jpg&width=100&height=100
ザ・ライオンズフォーシア町屋,東京都荒川区荒川5丁目1番11号,京成本線 新三河島駅 徒歩 5 分,2025年2月,ザ・ライオンズフォーシア町屋 901,"23.3万円(15,000円)",1ヶ月,無,51.55m²,2LDK,9階,東,/img/?image=https%3A%2F%2Fimage2.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimage.homes.renters.jp%252F89c2d4b9-c92b-4348-9677-3a0eaf77cc27_property_picture_691_large.jpg&width=100&height=100
ザ・ライオンズフォーシア町屋,東京都荒川区荒川5丁目1番11号,京成本線 新三河島駅 徒歩 5 分,2025年2月,ザ・ライオンズフォーシア町屋 1001,"23.4万円(15,000円)",1ヶ月,無,51.55m²,2LDK,10階,東,/img/?image=https%3A%2F%2Fimage3.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimage.homes.renters.jp%252F72cd46a3-779b-4863-8e46-31cc98ab0aac_property_picture_691_large.jpg&width=100&height=100
ザ・ライオンズフォーシア町屋,東京都荒川区荒川5丁目1番11号,京成本線 新三河島駅 徒歩 5 分,2025年2月,ザ・ライオンズフォーシア町屋,"23.5万円(15,000円)","235,000円",無,50m²,2LDK,3階,南,/img/?image=https%3A%2F%2Fimage2.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F103587%252Frent%252F25290%252F1%252F1%252Fr2bl.jpg&width=100&height=100
ザ・ライオンズフォーシア町屋,東京都荒川区荒川5丁目1番11号,京成本線 新三河島駅 徒歩 5 分,2025年2月,ザ・ライオンズフォーシア町屋,"23.7万円(15,000円)",1ヶ月,無,51.55m²,2LDK,13階,東,/img/?image=https%3A%2F%2Fimage1.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F5051%252Frent%252F205411%252F1%252F1%252Fu2za.jpg&width=100&height=100
ザ・ライオンズフォーシア町屋,東京都荒川区荒川5丁目1番11号,京成本線 新三河島駅 徒歩 5 分,2025年2月,ザ・ライオンズフォーシア町屋 1403,"24万円(15,000円)",1ヶ月,無,50m²,2LDK,14階,南,/img/?image=https%3A%2F%2Fimage.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimage.homes.renters.jp%252Fbb5b09eb-44ca-41a3-940a-35c458bf80e6_property_picture_691_large.jpg&width=100&height=100
ザ・ライオンズフォーシア町屋,東京都荒川区荒川5丁目1番11号,京成本線 新三河島駅 徒歩 5 分,2025年2月,ザ・ライオンズフォーシア町屋,"24.5万円(15,000円)","270,000円",無,51.55m²,2LDK,14階,東,/img/?image=https%3A%2F%2Fimage1.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F103587%252Frent%252F25140%252F1%252F1%252Fsvoy.jpg&width=100&height=100
LUXENAプラスOTO南千住,東京都荒川区南千住5丁目13番8号,JR常磐線(上野～取手) 南千住駅 徒歩 6 分,2025年2月,LUXENAプラスOTO南千住 302,"22.3万円(20,000円)",無,無,51.83m²,2LDK,3階,南,/img/?image=https%3A%2F%2Fimage4.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F150721%252Frent%252F3444%252F1%252F2%252Fa5ah.png&width=100&height=100
LUXENAプラスOTO南千住,東京都荒川区南千住5丁目13番8号,JR常磐線(上野～取手) 南千住駅 徒歩 6 分,2025年2月,LUXENAプラスOTO南千住 202,"22.3万円(20,000円)",無,無,51.83m²,2LDK,2階,南,/img/?image=https%3A%2F%2Fimage3.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F150721%252Frent%252F3438%252F1%252F2%252F5wk7.png&width=100&height=100
LUXENAプラスOTO南千住,東京都荒川区南千住5丁目13番8号,JR常磐線(上野～取手) 南千住駅 徒歩 6 分,2025年2月,LUXENAプラスOTO南千住 402,"22.6万円(20,000円)",無,無,51.83m²,2LDK,4階,南,/img/?image=https%3A%2F%2Fimage1.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F150721%252Frent%252F3443%252F1%252F2%252F00ii.png&width=100&height=100
LUXENAプラスOTO南千住,東京都荒川区南千住5丁目13番8号,JR常磐線(上野～取手) 南千住駅 徒歩 6 分,2025年2月,LUXENAプラスOTO南千住 502,"22.7万円(20,000円)",無,無,51.83m²,2LDK,5階,南,/img/?image=https%3A%2F%2Fimage4.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F150721%252Frent%252F3442%252F1%252F2%252F9gqx.png&width=100&height=100
LUXENAプラスOTO南千住,東京都荒川区南千住5丁目13番8号,JR常磐線(上野～取手) 南千住駅 徒歩 6 分,2025年2月,LUXENAプラスOTO南千住 602,"22.8万円(20,000円)",無,無,51.83m²,2LDK,6階,南,/img/?image=https%3A%2F%2Fimage1.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F150721%252Frent%252F3441%252F1%252F2%252Fp93f.png&width=100&height=100
LUXENAプラスOTO南千住,東京都荒川区南千住5丁目13番8号,JR常磐線(上野～取手) 南千住駅 徒歩 6 分,2025年2月,LUXENAプラスOTO南千住 802,"23万円(20,000円)",無,無,51.83m²,2LDK,8階,南,/img/?image=https%3A%2F%2Fimage1.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F150721%252Frent%252F3440%252F1%252F2%252Fbv68.png&width=100&height=100
LUXENAプラスOTO南千住,東京都荒川区南千住5丁目13番8号,JR常磐線(上野～取手) 南千住駅 徒歩 6 分,2025年2月,LUXENAプラスOTO南千住 902,"23.1万円(20,000円)",無,無,51.83m²,2LDK,9階,南,/img/?image=https%3A%2F%2Fimage.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F150721%252Frent%252F3439%252F1%252F2%252Fnx9k.png&width=100&height=100
LUXENAプラスOTO南千住,東京都荒川区南千住5丁目13番8号,JR常磐線(上野～取手) 南千住駅 徒歩 6 分,2025年2月,LUXENAプラスOTO南千住 1002,"23.2万円(20,000円)",無,無,51.83m²,2LDK,10階,南,/img/?image=https%3A%2F%2Fimage2.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F150721%252Frent%252F3437%252F1%252F2%252F0gtx.png&width=100&height=100
LUXENAプラスOTO南千住,東京都荒川区南千住5丁目13番8号,JR常磐線(上野～取手) 南千住駅 徒歩 6 分,2025年2月,LUXENAプラスOTO南千住 201,"23.3万円(20,000円)",無,無,53.81m²,2LDK,2階,南,/img/?image=https%3A%2F%2Fimage4.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F150721%252Frent%252F3447%252F1%252F2%252Fdtqm.png&width=100&height=100
LUXENAプラスOTO南千住,東京都荒川区南千住5丁目13番8号,JR常磐線(上野～取手) 南千住駅 徒歩 6 分,2025年2月,LUXENAプラスOTO南千住 1102,"23.4万円(20,000円)",無,無,51.83m²,2LDK,11階,南,/img/?image=https%3A%2F%2Fimage.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F150721%252Frent%252F3436%252F1%252F2%252Fi5qf.png&width=100&height=100
LUXENAプラスOTO南千住,東京都荒川区南千住5丁目13番8号,JR常磐線(上野～取手) 南千住駅 徒歩 6 分,2025年2月,LUXENAプラスOTO南千住 1302,"23.6万円(20,000円)",無,無,51.83m²,2LDK,13階,南,/img/?image=https%3A%2F%2Fimage2.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F150721%252Frent%252F3435%252F1%252F2%252F20l1.png&width=100&height=100
LUXENAプラスOTO南千住,東京都荒川区南千住5丁目13番8号,JR常磐線(上野～取手) 南千住駅 徒歩 6 分,2025年2月,LUXENAプラスOTO南千住 801,"24万円(20,000円)",無,無,53.81m²,2LDK,8階,南,/img/?image=https%3A%2F%2Fimage3.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F150721%252Frent%252F3449%252F1%252F2%252Fkure.png&width=100&height=100
LUXENAプラスOTO南千住,東京都荒川区南千住5丁目13番8号,JR常磐線(上野～取手) 南千住駅 徒歩 6 分,2025年2月,LUXENAプラスOTO南千住 1101,"24.4万円(20,000円)",無,無,53.81m²,2LDK,11階,南,/img/?image=https%3A%2F%2Fimage3.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F150721%252Frent%252F3446%252F1%252F2%252Fwnx1.png&width=100&height=100
LUXENAプラスOTO南千住,東京都荒川区南千住5丁目13番8号,JR常磐線(上野～取手) 南千住駅 徒歩 6 分,2025年2月,LUXENAプラスOTO南千住 1402,"24.4万円(20,000円)",無,無,51.83m²,1LDK,14階,南,/img/?image=https%3A%2F%2Fimage4.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F150721%252Frent%252F3434%252F1%252F2%252Flbq8.png&width=100&height=100
